# //  Questa Sim-64
# //  Version 2019.2_1 linux_x86_64 May 13 2019
# //
# //  Copyright 1991-2019 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
# Project file /u/rseth/ece571_hw2_yaalu/hw2_yaalu.mpf was not found.
# Unable to open project.
# Loading project ece571_rwb
# reading /pkgs/mentor/questa/2019.2_1/questasim/linux_x86_64/../modelsim.ini
# Loading project hw3_shiftreg
# Compile of regWithBenefits.sv failed with 1 errors.
# Compile of tb_rwb.sv failed with 2 errors.
# 2 compiles, 2 failed with 3 errors.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
vsim work.test_rwb
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  795CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  800CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  805CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  810CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  815CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  820CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  825CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  830CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  835CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  840CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  845CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  850CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  855CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  860CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  865CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  870CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  875CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  880CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  885CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  890CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  895CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  900CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  905CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  910CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  915CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  920CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  925CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  930CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  935CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  940CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  945CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  950CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  955CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  960CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  965CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  970CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  975CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  980CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  985CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  990CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  995CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                 1000CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
restart -f
# ** Note: (vsim-3813) Design is being optimized due to module recompilation...
# Loading sv_std.std
# Loading work.test_rwb(fast)
run 800
# Simulation starting...
# 
#                    5CONTROL SIGNALS = rst 1 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Walking a 1 across the register.
# 
#                   15CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000001
# 
#                   25CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   35CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   45CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   55CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   65CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   75CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   85CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                   95CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Asserting clr..
# 
#                  105CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  115CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  125CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  135CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  145CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  155CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  165CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  175CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  185CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  195CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  205CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  215CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  225CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  235CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Loading 0xAA
# 
#                  245CONTROL SIGNALS = rst 0 - clr 0 - ld 1 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  255CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  265CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  275CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  285CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  295CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
# Shifting it out... loading nothing in.
# 
# Simulation concluded!
# 
#                  305CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010100
# 
#                  315CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101000
# 
#                  325CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010000
# 
#                  335CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10100000
# 
#                  345CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                  355CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                  365CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  375CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  385CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  395CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  405CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  415CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  425CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  435CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  445CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  455CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  465CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  475CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  485CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  495CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  505CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  515CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  525CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  535CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  545CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  555CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  565CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  575CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  585CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  595CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  605CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  615CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  625CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  635CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  645CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  655CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  665CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  675CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  685CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  695CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  705CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  715CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  725CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  735CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  745CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  755CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  765CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  775CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  785CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  795CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv failed with 1 errors.
# 2 compiles, 1 failed with 1 error.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv failed with 1 errors.
# 2 compiles, 1 failed with 1 error.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv failed with 1 errors.
# 2 compiles, 1 failed with 1 error.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
restart -f
# ** Note: (vsim-3813) Design is being optimized due to module recompilation...
# Loading sv_std.std
# Loading work.test_rwb(fast)
run -all
# Simulation starting...
# 
#                    5CONTROL SIGNALS = rst 1 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Walking a 1 across the register.
# 
#                   15CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000001
# 
#                   25CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   35CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   45CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   55CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   65CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   75CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   85CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
